flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
2471144.354565,12.000000,8.000000,451.050485,440.994716,87.240863,22.484123,52.950946,23.941924,70.129275,7.509300,51.440423,53.089276,809.251595,4.796450,67641.017794,22335.512742,118047.288584,1014.236673,53235.782801,1902.419992,22637.229601,107318.978036,469.122940,128576.736696,8227.066998,19589.632776,54621.001499,599.919720,0.000000,1.000000,0.000000,0.000000,213.000000,78.000000,1.861109,3.082592,20.130334,80.903284,70.020408,23.664832,462.101124,0.000000,1.000000,0.000000,2.000000,10.000000,0.000000,0.000000,0.000000,1.403304,66.475730,45.841043,45.075154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,357.064057,1.000000,530.746313,54749.000000,33714.000000,10.000000,20.000000,55876.084523,16667.729005,125153.266098,8896.792260,78117.740489,105707.481198,145747.711170,28049.502684,BENIGN
5667244.754603,7.000000,6.000000,530.906646,97.877880,165.871796,22.684814,30.741524,39.494024,114.160579,18.189062,44.161994,37.003457,1332.004164,2.383058,47856.936081,55875.366899,159409.066999,720.395197,150041.818686,28379.034745,18393.917540,20811.993372,352.265916,120289.052913,18096.261143,22570.852978,75540.030134,731.690536,0.000000,0.000000,0.000000,0.000000,232.000000,116.000000,1.560292,2.022491,31.920242,180.522239,35.015331,21.691144,1221.110158,0.000000,2.000000,0.000000,2.000000,8.000000,0.000000,0.000000,0.000000,0.995561,61.142983,84.554356,46.934027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,789.623514,12.000000,615.335968,50267.000000,13449.000000,15.000000,20.000000,39143.881971,25280.559916,89014.343291,4504.612279,71228.511305,78662.036249,194038.774350,30364.518178,BENIGN
6377695.249174,6.000000,8.000000,470.882585,488.387514,91.140427,22.271659,39.168392,24.735664,159.019440,2.375178,21.216717,12.257875,1603.750049,5.808646,61232.112564,13937.539949,127788.927619,2418.425134,264975.631417,12990.074861,25781.616780,50165.425603,583.314301,95598.576308,19730.364290,18915.570248,69842.269482,250.628696,0.000000,1.000000,0.000000,0.000000,217.000000,231.000000,2.539200,1.605510,17.522697,186.796653,74.431083,23.681659,975.997854,1.000000,1.000000,0.000000,1.000000,9.000000,0.000000,0.000000,0.000000,1.282868,52.069458,28.136787,41.151642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,539.530912,3.000000,29.901216,26195.000000,64658.000000,4.000000,20.000000,51645.433390,42017.605040,105877.361215,18372.948585,47069.553915,25235.084178,210171.820411,22422.973523,BENIGN
4754504.108485,10.000000,11.000000,693.293272,411.750569,125.044683,11.408124,85.291760,42.895294,86.217865,16.104308,22.285824,15.988883,167.389195,5.637125,50915.124740,21311.320271,100368.341150,1288.543782,107370.155069,33043.561174,24260.125103,122448.914642,546.269137,164832.089886,22272.645588,9566.884894,92223.417549,340.296635,0.000000,1.000000,0.000000,0.000000,214.000000,303.000000,1.915304,1.896332,17.039746,144.767667,49.682297,41.623320,1519.528817,0.000000,2.000000,0.000000,1.000000,8.000000,0.000000,0.000000,0.000000,1.965508,52.479156,56.843420,32.784785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,623.303874,5.000000,628.797692,60066.000000,35770.000000,10.000000,20.000000,50130.510552,31299.142665,94822.305932,5582.625936,67209.593196,76171.884738,310897.949318,18962.315854,BENIGN
3423293.439513,14.000000,5.000000,721.389684,81.817722,130.409456,23.662954,93.792305,54.331799,63.530919,10.987186,17.590008,21.202794,374.907235,6.101694,62502.689990,37111.004777,128967.633041,437.703691,74134.867838,17588.447458,31443.798856,45608.999442,678.466165,101439.066709,3706.924456,15481.522477,81748.280480,400.851900,0.000000,1.000000,0.000000,0.000000,218.000000,217.000000,1.006033,1.506992,15.190475,91.105467,59.084869,19.514945,383.468112,0.000000,1.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.294501,67.273855,38.725416,49.137895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,186.310713,0.000000,268.151253,33733.000000,31200.000000,9.000000,20.000000,52991.083462,9934.505424,130103.786088,2737.652347,94416.980118,72637.147073,83594.890061,16830.379982,BENIGN
3769222.531570,6.000000,11.000000,481.465500,325.772370,107.944439,18.154125,45.950117,25.553535,99.144848,9.660665,59.935094,50.346353,527.728905,5.132813,107984.624834,35656.727918,133000.134303,1057.878250,122373.930939,24076.285781,26963.206739,55780.307844,299.350633,117333.245477,26847.488631,25530.318721,77206.302992,346.567908,1.000000,1.000000,0.000000,0.000000,196.000000,143.000000,1.769906,1.838790,35.197962,124.634748,68.944013,41.780350,1367.154166,0.000000,1.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.211120,63.145219,47.625443,34.432283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,371.471505,8.000000,651.739546,34128.000000,16378.000000,6.000000,20.000000,23851.116863,69344.804937,162876.221511,20765.954358,145293.231810,62471.591136,133186.272231,16195.326922,BENIGN
5067857.828662,7.000000,7.000000,574.366513,190.513463,56.556719,5.116892,45.572127,17.869664,86.958745,13.223302,30.815048,30.933518,1604.548510,6.620364,45965.915949,53573.062656,167071.488596,497.502729,8238.851128,35955.431329,23252.121759,75159.222184,507.371703,123181.660144,11871.763076,24724.674844,79851.622011,616.089213,0.000000,1.000000,0.000000,0.000000,160.000000,258.000000,2.104258,1.103290,35.767721,97.157264,68.769911,6.437806,652.108348,1.000000,1.000000,0.000000,0.000000,11.000000,0.000000,0.000000,0.000000,0.767710,13.681828,64.797402,57.134169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,194.982197,10.000000,446.158049,42858.000000,19116.000000,15.000000,20.000000,79114.044414,27664.350842,82275.724158,15813.873565,77331.352387,97395.370781,136072.886114,14869.206300,BENIGN
4153287.339772,9.000000,13.000000,534.543089,246.967096,71.581154,2.002379,76.224758,14.751564,5.364840,16.971848,33.702616,21.203961,1195.847988,5.448821,57662.077233,34199.035092,77247.259107,685.366725,73654.103706,1490.254209,6240.018733,109404.781513,567.210995,61534.372966,23053.364777,10757.503531,87774.841099,678.936842,1.000000,1.000000,0.000000,0.000000,239.000000,208.000000,0.389134,0.753631,14.935221,35.979846,50.855357,15.914937,1494.843598,1.000000,1.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.964836,63.133468,42.246228,74.299154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,370.130319,4.000000,428.719509,14935.000000,55224.000000,12.000000,20.000000,40377.321106,45651.353429,92679.299129,8980.023434,78197.679408,86557.080299,218305.328518,24848.949590,BENIGN
499777.049942,4.000000,13.000000,631.516646,306.569238,77.814925,31.461512,35.285223,27.600517,13.048572,17.632766,20.483570,49.338292,265.657726,4.683375,58526.707922,65629.174180,111431.581739,1215.852768,158494.547513,19890.211256,5643.727453,88320.789035,420.509796,168209.524913,604.356189,21945.722159,84473.373327,367.585857,0.000000,0.000000,0.000000,0.000000,187.000000,76.000000,1.008662,0.099726,8.757375,88.456441,26.299875,45.560937,531.891602,0.000000,12.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1.296672,43.324314,43.922058,21.413527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,197.494847,10.000000,441.573667,18799.000000,42707.000000,5.000000,20.000000,69562.058477,20469.085885,130508.965455,2515.072531,80105.954857,67147.668278,153049.027666,20116.804416,SSH-Patator
47928917.858182,154.000000,9.000000,681.931083,328.986451,90.705752,12.247957,9.060291,23.715801,113.038965,23.478652,59.056248,36.318963,667.157246,0.734724,48065.762713,30196.399678,98509.809726,808.399953,147726.717028,27419.211567,16037.266489,41347.418873,630.019943,69333.438113,32128.353723,16709.472089,110117.561155,676.503874,1.000000,1.000000,0.000000,0.000000,237.000000,329.000000,2.952069,0.871087,13.036046,60.572933,74.706589,23.974532,1575.585580,0.000000,2.000000,0.000000,98.000000,12.000000,0.000000,0.000000,0.000000,1.241639,53.766554,37.514475,33.361483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,317.837668,10.000000,247.768408,14941.000000,47971.000000,5.000000,20.000000,66782.652026,39977.049693,49783.885061,7553.470806,81633.644624,93271.056909,59609.164414,46927.728049,DoS slowloris
8525746.282436,16.000000,7.000000,565.239450,374.244615,52.224295,23.306361,45.842228,35.194542,184.646605,7.007861,59.415775,28.369101,360.859694,7.766099,37431.452394,21724.966097,157736.861988,801.928700,54465.583643,25205.794150,7708.413982,72264.912001,767.455648,115563.754922,23654.564492,14753.724645,86365.828214,514.208539,1.000000,0.000000,0.000000,0.000000,167.000000,194.000000,2.699884,1.053616,23.777629,108.686713,31.911004,32.138488,1075.907430,1.000000,1.000000,0.000000,1.000000,13.000000,0.000000,0.000000,0.000000,1.611414,68.717650,41.412946,39.060961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,220.771344,3.000000,479.113739,19306.000000,9655.000000,5.000000,20.000000,47568.267439,31823.506140,173299.259406,12976.012288,81645.035051,63986.571080,127288.796517,24293.127156,BENIGN
7281415.446128,9.000000,10.000000,564.907567,743.190173,148.539837,15.989536,38.284051,20.048386,19.361407,2.426244,23.200557,39.619070,421.133624,2.251241,92648.824963,63259.272616,134013.960426,1654.829789,61548.707456,23018.720220,5899.260476,54635.764098,407.200558,101740.756526,11350.490074,20259.613908,37042.563098,505.857546,0.000000,1.000000,0.000000,0.000000,101.000000,191.000000,2.495127,0.718749,8.552950,75.418153,61.060319,8.837145,840.841918,0.000000,2.000000,0.000000,2.000000,12.000000,0.000000,0.000000,0.000000,1.254307,60.537077,51.110374,44.023662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,641.610649,7.000000,525.564589,22210.000000,34179.000000,12.000000,20.000000,54033.671115,40333.834066,66306.939384,6607.649707,132535.289842,59237.474549,214547.144526,28581.908730,BENIGN
8186866.504245,3.000000,1.000000,202.119761,276.665963,16.724543,22.538477,60.158421,21.962203,121.032036,27.760459,36.045589,38.111803,1224.988519,6.559820,53135.875983,49868.140929,152904.007277,895.353306,195341.310882,26124.197109,27821.654486,122652.711509,442.702844,80389.933008,33411.949785,13139.194596,62257.562469,534.639546,0.000000,0.000000,0.000000,0.000000,293.000000,122.000000,0.921597,1.879180,13.666838,113.760105,63.125838,43.775195,1483.045944,0.000000,1.000000,0.000000,1.000000,8.000000,0.000000,0.000000,0.000000,1.340745,53.709148,53.634670,46.227512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,528.357231,11.000000,172.852451,17488.000000,20158.000000,2.000000,20.000000,32013.912305,13883.876190,58902.720026,9324.870977,58062.985520,40299.802752,180327.874790,20825.712830,BENIGN
254334.142180,3.000000,4.000000,478.918661,403.858256,147.355176,22.573536,21.270064,38.776079,85.252917,30.701891,66.018314,10.195028,886.941906,4.615889,15317.153334,3536.149153,31769.492948,51.031916,63179.120836,33460.951112,22511.268220,50373.480392,533.114617,46798.823770,1072.180075,27527.749056,76535.151320,283.285863,0.000000,1.000000,0.000000,0.000000,276.000000,136.000000,1.684683,1.634695,10.775876,124.989770,18.564061,57.143553,1009.372653,1.000000,46.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.601650,58.766714,8.498938,25.216448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,631.322505,1.000000,454.097761,18634.000000,63250.000000,8.000000,20.000000,45240.278249,72853.620102,53392.165114,2524.065099,56339.975227,104232.548393,150667.261202,19357.719913,FTP-Patator
7677985.896117,16.000000,6.000000,262.340541,306.579631,110.685271,25.446420,37.035261,55.607688,83.702353,14.076655,27.423677,26.732321,870.977423,1.503147,29691.554503,25518.066048,69347.646053,32.607356,149960.665053,12498.417782,4239.680079,34735.902628,453.171866,121866.471755,12765.447345,23167.651386,80834.869261,722.230196,0.000000,0.000000,0.000000,0.000000,281.000000,149.000000,1.780558,2.013168,12.908070,116.470815,54.038134,39.274742,921.195331,1.000000,1.000000,0.000000,1.000000,13.000000,0.000000,0.000000,0.000000,0.047179,64.123770,82.622985,47.867413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,392.309761,9.000000,63.348705,31168.000000,35003.000000,4.000000,20.000000,30936.360757,46800.305458,42387.186622,9114.990242,110356.340154,74308.834141,114311.836368,8347.737812,BENIGN
5037227.512508,9.000000,4.000000,166.670978,512.474143,51.298189,23.893129,35.664182,22.086699,105.116773,12.212483,57.827337,5.084408,1211.130919,5.317323,47434.633498,49091.230332,100763.612054,1028.141623,45164.137605,31860.649899,22692.564707,62130.291665,645.983118,46219.815453,21858.736611,30320.138918,88046.828799,555.728926,0.000000,0.000000,0.000000,0.000000,142.000000,214.000000,2.745682,1.527659,16.036988,92.390977,8.367779,52.127101,861.961419,1.000000,2.000000,0.000000,2.000000,11.000000,0.000000,0.000000,0.000000,1.604876,2.760390,48.337056,24.885752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,392.693984,9.000000,374.865955,25594.000000,65192.000000,6.000000,20.000000,74625.537130,37558.098987,108264.935760,7286.559683,88611.123238,109158.912605,202176.727447,26117.809682,BENIGN
3439480.962806,7.000000,6.000000,654.838873,512.340811,80.169865,36.043511,38.406654,32.359790,49.545337,19.689000,55.105804,10.685995,613.216125,6.783249,53891.770989,47079.195180,114815.073683,1228.248556,122261.367584,28894.452638,26127.400503,53316.978117,475.314473,221960.361550,21413.340417,20062.012982,74827.502167,440.536677,1.000000,1.000000,0.000000,0.000000,213.000000,122.000000,2.497610,1.398283,27.405969,108.620945,27.689031,23.509802,1622.035053,1.000000,1.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,1.509246,72.502899,61.188201,68.003315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,191.405548,10.000000,480.251421,64431.000000,58312.000000,6.000000,20.000000,64339.011556,40972.590215,66132.572289,12551.442953,51316.928136,121185.399180,184386.390581,21401.356673,BENIGN
5056422.450026,11.000000,10.000000,161.845064,483.520417,15.584945,20.414094,45.062460,37.834317,160.837234,10.626367,40.831021,21.924557,1564.615839,1.680631,75782.811361,9203.873869,112398.473869,1069.882878,109484.928713,24170.611511,18168.519696,44106.649691,84.592821,84256.936683,24251.532075,16022.369782,85119.037244,470.285458,0.000000,1.000000,0.000000,0.000000,190.000000,201.000000,1.400296,1.011756,25.538960,100.754897,49.410759,38.475955,833.912704,0.000000,1.000000,0.000000,1.000000,10.000000,0.000000,0.000000,0.000000,0.661868,15.881109,48.174936,49.356908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,477.903790,1.000000,401.342836,39665.000000,21659.000000,6.000000,20.000000,65724.867049,71156.920171,133190.086581,17879.275447,95216.037893,103827.139945,162339.432134,13798.859049,BENIGN
53660382.569327,121.000000,12.000000,697.394070,32.181248,121.495170,31.640540,21.572410,10.162174,128.118432,14.985250,41.807322,10.675081,608.031540,0.725051,67921.456406,13925.290449,97080.646407,1455.881583,126637.985276,15313.947064,26378.217628,107071.876722,626.270556,66751.067316,20991.036957,18228.610281,103817.436360,850.115314,1.000000,1.000000,0.000000,0.000000,246.000000,264.000000,3.078040,2.286150,26.144591,135.464634,25.723969,30.964920,1040.177886,1.000000,1.000000,0.000000,57.000000,6.000000,0.000000,0.000000,0.000000,1.676271,57.422672,70.878559,60.478660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,598.623957,1.000000,226.969708,49838.000000,48426.000000,6.000000,20.000000,41235.190830,41846.801012,53431.129578,15795.877671,115205.912194,110723.723682,139339.887566,38123.369220,DoS slowloris
3242229.760261,17.000000,14.000000,341.397066,627.506954,131.263222,29.245530,21.548334,27.854775,101.962230,23.245236,47.176771,17.752279,334.364677,4.965558,25507.193667,81913.379317,73341.224841,1141.551111,80361.822700,11999.105892,12839.017997,90253.097178,446.155247,116950.116789,18297.988276,15338.106090,30547.696679,534.997629,1.000000,0.000000,0.000000,0.000000,251.000000,113.000000,2.024445,0.699427,23.207179,56.229615,70.280507,12.252280,983.166940,0.000000,1.000000,0.000000,1.000000,9.000000,0.000000,0.000000,0.000000,0.375567,42.444061,65.116676,66.630036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,551.969881,12.000000,463.416078,22979.000000,31239.000000,0.000000,20.000000,37413.086069,3022.264755,118114.878471,6060.406168,30280.467335,56779.250450,105726.493144,15390.330825,BENIGN
3814318.121646,804.000000,6.000000,448.478170,655.377130,74.257709,23.805746,38.434495,40.473402,85.069858,21.426679,42.748156,10.917844,102619.164821,213.888826,91274.468505,54509.122827,71334.281835,351.083656,160190.726658,799.425394,5942.452541,88676.862208,506.795713,93116.660907,11406.688544,18430.632796,44310.648534,380.897566,0.000000,1.000000,0.000000,0.000000,226.000000,139.000000,383.504071,1.240274,11.050305,141.961544,86.138479,9.900130,719.836005,1.000000,51.000000,0.000000,2.000000,7.000000,0.000000,0.000000,0.000000,2.225183,41.836775,61.177281,72.413320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,309.444500,2.000000,382.179137,15897.000000,65393.000000,16.000000,20.000000,48448.473103,40263.893696,127125.577600,8699.251505,65542.770396,44906.662573,149920.337395,14866.351558,DDoS
6196240.432482,7.000000,9.000000,410.827804,188.666885,43.598305,23.069885,55.258683,49.173963,15.977132,17.282654,64.715541,40.825720,1688.371260,5.763522,10981.356060,26252.309442,76027.580007,889.459413,109330.774761,15969.667792,25843.645130,110268.279277,79.099440,103779.837370,12261.953414,20218.281069,75997.103709,498.038427,0.000000,0.000000,0.000000,0.000000,229.000000,176.000000,0.922967,2.339763,15.696805,127.943670,54.858991,36.748463,814.916689,0.000000,1.000000,0.000000,2.000000,12.000000,0.000000,0.000000,0.000000,0.546683,59.326559,72.853136,38.264683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,480.130809,8.000000,773.975061,56195.000000,25206.000000,10.000000,20.000000,18818.065627,34332.093876,96102.353196,11068.362440,48337.205838,58998.038153,144524.047584,23987.378567,BENIGN
4508298.533876,9.000000,4.000000,293.062525,305.438157,67.574838,15.887785,56.914260,33.383455,135.612920,27.194577,56.745677,41.909846,2136.124130,7.487647,77255.817016,49209.743487,101173.080850,281.016878,178059.606503,26532.365623,12202.954052,84885.290575,454.307107,99532.372385,10435.121935,15426.791370,67345.944806,221.607694,1.000000,0.000000,0.000000,0.000000,190.000000,223.000000,2.687517,0.244006,16.707680,225.729591,66.835497,20.264196,1381.502385,0.000000,2.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.753077,28.622585,36.660545,51.649257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,399.879542,1.000000,172.115429,32330.000000,60977.000000,10.000000,20.000000,51360.386037,42794.976792,140106.859416,14057.677107,101632.756526,51045.735908,136915.876234,10879.360008,BENIGN
2553645.092705,7.000000,19.000000,345.693687,545.351205,109.153418,8.820788,75.235407,36.136503,102.999377,11.536590,46.200416,24.906743,532.600008,6.567626,53043.184868,56282.187127,87601.927406,1217.371689,110846.861014,21137.157101,6125.277420,34558.971491,487.141082,131309.740155,2906.807077,21356.099230,47297.561094,592.579530,0.000000,0.000000,0.000000,0.000000,202.000000,247.000000,2.591721,2.372525,13.977996,122.975617,47.157553,44.276531,633.844058,0.000000,1.000000,0.000000,2.000000,13.000000,0.000000,0.000000,0.000000,1.175707,75.873637,73.432259,23.036345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,363.234372,11.000000,602.372866,61885.000000,17043.000000,9.000000,20.000000,25851.588871,3331.093367,151860.548456,1017.940412,115473.080374,71696.692341,144986.119508,22694.735274,BENIGN
7300909.581619,12.000000,14.000000,556.502395,614.756978,98.624100,31.539653,58.488711,14.396012,128.473452,15.740991,64.627652,37.943743,1877.476959,5.733417,46924.446551,6460.689124,59317.109580,538.203242,87968.867407,13134.434553,18967.808660,64636.615300,770.824446,77992.601182,14729.988513,29583.302428,54606.324211,280.196325,0.000000,1.000000,0.000000,0.000000,112.000000,145.000000,0.996098,1.374607,15.668429,165.713010,69.257889,45.691946,714.028872,1.000000,1.000000,0.000000,1.000000,14.000000,0.000000,0.000000,0.000000,1.023000,66.672455,72.116134,27.083285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,526.461002,6.000000,324.057954,30868.000000,48278.000000,13.000000,20.000000,46687.064746,33636.798951,85561.320759,10855.915169,85319.856803,77071.704172,255883.323156,5921.861936,BENIGN
8414850.032901,17.000000,5.000000,224.250407,241.275431,114.697402,27.114417,52.585939,26.759076,67.606042,17.037014,40.407764,13.199117,872.261229,6.010791,30284.936172,25165.808628,182719.078041,353.136219,110666.764706,11143.334093,24541.641177,96591.736035,330.999359,140359.833064,21775.619059,588.632533,81085.384848,484.635157,0.000000,0.000000,0.000000,0.000000,269.000000,136.000000,3.354115,0.792682,29.456300,161.154813,35.578852,17.972751,1516.184914,1.000000,1.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,1.240589,53.368869,82.265070,53.885551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,544.719526,3.000000,422.112302,53840.000000,26505.000000,7.000000,20.000000,66232.464635,35557.127844,117260.786669,163.695172,45101.314338,37485.688784,123855.379208,22729.893998,BENIGN
5887043.938562,18.000000,3.000000,663.427141,309.484306,99.224937,20.735775,46.428428,15.592027,91.263159,19.839901,56.080970,35.653401,647.246247,6.821791,36459.010892,32114.722885,124459.879438,1062.297741,94364.224036,28800.598420,26481.067596,69491.417967,515.644229,151921.474223,24797.836419,24493.044471,90946.871091,493.160024,1.000000,0.000000,0.000000,0.000000,165.000000,121.000000,1.542537,0.141739,27.714401,68.186212,56.826754,44.219188,1031.675506,0.000000,2.000000,0.000000,2.000000,14.000000,0.000000,0.000000,0.000000,2.017685,87.007864,74.165775,40.782823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,127.513708,5.000000,583.956484,9385.000000,13778.000000,10.000000,20.000000,46894.480705,47934.916529,81566.429338,15400.083389,120429.786026,96529.665479,143715.735016,30402.421363,BENIGN
5291398.008843,11.000000,1.000000,372.402207,703.150304,112.429013,23.575532,54.061109,27.558588,80.714468,18.774766,48.147818,8.953325,831.254146,5.140421,36944.460013,24017.770641,126495.002220,1297.810441,137481.968561,37679.331482,13226.291415,101379.938023,562.048523,67225.618613,15168.143672,11962.353266,52593.823135,700.585436,1.000000,0.000000,0.000000,0.000000,186.000000,169.000000,0.688417,1.328711,10.007345,81.258615,37.357314,17.993296,964.757900,1.000000,1.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1.768652,42.473247,57.714173,30.574439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,421.252707,11.000000,539.413717,57408.000000,61867.000000,9.000000,20.000000,57431.283606,33386.688201,128836.661748,13228.889762,92475.227199,73348.391177,55746.378103,20371.928168,BENIGN
5606951.030631,21.000000,5.000000,688.677492,449.702282,61.390354,25.330266,43.515847,29.913625,156.296075,24.885428,56.678404,26.933411,920.988289,9.249865,35360.074296,32587.099418,53090.189750,1041.664959,201328.233367,5154.861144,11334.662532,81119.817875,345.223217,165617.177360,15287.894094,19636.781791,41296.403476,485.557286,1.000000,1.000000,0.000000,0.000000,200.000000,168.000000,1.712410,1.760834,32.047846,116.339924,57.189910,57.149003,786.592480,0.000000,2.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.449680,29.285179,39.626418,29.419056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,432.775574,4.000000,261.324735,31012.000000,18149.000000,8.000000,20.000000,62899.398449,51791.545159,29845.983377,7538.215004,73079.210129,106793.121246,116689.661464,29713.771722,BENIGN
5009677.573042,16.000000,4.000000,888.526147,247.921818,116.566650,20.427225,85.665464,37.969984,82.158043,8.708751,73.385765,22.922789,1835.365888,6.745721,28756.407151,45438.128944,56702.689340,808.761151,13312.607484,9226.548848,1490.599151,73442.549085,366.157509,67325.322382,27364.853857,19854.999716,89599.157088,613.166971,1.000000,1.000000,0.000000,0.000000,200.000000,154.000000,0.281850,0.491526,18.902361,9.902068,42.644681,31.034634,890.536106,1.000000,2.000000,0.000000,2.000000,9.000000,0.000000,0.000000,0.000000,0.696884,24.957648,48.078788,45.638374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,313.986190,4.000000,348.140912,52232.000000,41739.000000,3.000000,20.000000,616.604357,51179.372179,86055.069164,15879.960037,118015.144450,86407.039740,143290.894660,14048.740251,BENIGN
3040728.833114,2.000000,9.000000,334.762564,156.934612,135.198251,8.891153,75.557078,7.655367,23.436055,19.719093,49.928863,23.825142,699.947132,6.673213,62300.115520,46974.490530,133727.168020,642.556775,197855.137426,26898.802758,10695.041441,90277.764807,774.190277,74582.880688,17387.428556,6752.306073,66152.520586,544.921536,1.000000,1.000000,0.000000,0.000000,124.000000,162.000000,2.588932,1.233576,12.765429,135.956538,87.210612,45.974124,399.304072,1.000000,1.000000,0.000000,1.000000,13.000000,0.000000,0.000000,0.000000,1.497514,57.240138,49.031035,16.800660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,488.436127,9.000000,347.606646,57493.000000,48756.000000,3.000000,20.000000,29684.824422,38670.616838,113626.053886,8630.829986,96012.879895,94991.697219,101077.340546,13180.601383,BENIGN
7159289.733786,11.000000,12.000000,595.550038,453.314970,70.881630,27.819968,30.060220,12.116067,149.583521,23.116939,44.918635,18.514985,989.642717,2.969901,61022.765285,21095.511675,176093.197245,935.236298,146874.238021,13695.235408,18250.664993,87798.238785,344.044435,62899.162653,14576.428850,11653.904813,24522.695026,419.041770,0.000000,1.000000,0.000000,0.000000,231.000000,120.000000,0.367583,2.265925,41.092782,77.719211,65.459654,34.361365,926.818861,1.000000,1.000000,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.942646,34.531284,67.091104,21.473519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,932.056613,4.000000,569.242744,8081.000000,42033.000000,12.000000,20.000000,46948.070302,24343.031477,37363.467971,26317.763774,128416.850656,83028.544259,187206.036890,27771.081198,BENIGN
